msme_id,segment,elec_on_time_ratio,recharge_on_time_ratio,invoice_paid_on_time_ratio,supplier_on_time_ratio,business_days_open_ratio,monthly_upi_in_count,monthly_upi_in_amt,years_in_business,delivery_cancellations,avg_balance,min_balance_freq,monthly_revenue_variance,defaulted_12m
msme_000989,salon,0.9286,0.7619,0.7309,0.7116,0.9976,31,43450.86,20.82,0,25888.84,0.068,0.17,0
msme_000990,tailor,0.8555,0.9181,0.7348,0.7282,0.8782,27,49935.7,2.68,2,33069.9,0.3889,0.0528,0
msme_000991,pharmacy,0.6425,0.5266,0.7226,0.5824,0.9851,37,76350.89,0.1,1,0.0,0.2198,0.3875,0
msme_000992,pharmacy,0.7603,0.6212,0.5466,0.6924,0.9206,26,114210.45,0.93,0,15186.57,0.0753,0.077,0
msme_000993,mechanic,0.8085,0.7801,0.5275,0.8403,0.9223,26,35192.97,0.2,2,17449.24,0.2162,0.0713,0
msme_000994,kirana,0.7712,0.7033,0.656,0.6856,0.9071,30,32754.75,0.13,1,13350.9,0.1518,0.2509,0
msme_000995,salon,0.5278,0.5358,0.4009,0.5399,0.9355,36,70727.91,12.83,1,4004.29,0.3625,0.4706,0
msme_000996,tailor,0.7583,0.8778,0.3599,0.6416,0.9175,26,49340.4,1.89,0,22798.12,0.3319,0.2117,0
msme_000997,mechanic,0.9689,0.9059,0.4325,0.6484,0.8919,30,45646.47,0.45,1,13689.02,0.0657,0.0381,0
msme_000998,mechanic,0.8203,0.7573,0.5212,0.8027,0.8647,43,27297.2,0.1,0,10892.19,0.1685,0.3037,0
msme_000999,restaurant,0.8823,0.6994,0.7027,0.5028,0.9566,27,46180.22,7.47,1,16457.33,0.3169,0.3407,0
msme_001000,mechanic,0.7986,0.5094,0.5942,0.4856,0.8655,29,42949.93,5.75,1,12530.04,0.1891,0.444,0
msme_001001,kirana,0.6733,0.803,0.1852,0.6346,0.7824,32,78983.24,0.9,0,18440.16,0.2258,0.2994,0
msme_001002,mechanic,0.9377,0.6062,0.6601,0.6575,0.8164,32,37759.95,2.67,1,28376.03,0.1344,0.3044,0
msme_001003,pharmacy,0.3699,0.6248,0.5606,0.6159,0.8529,20,72521.06,6.13,0,7507.71,0.1141,0.012,0
msme_001004,pharmacy,0.749,0.7612,0.3362,0.6483,0.8669,31,63001.16,2.2,1,56943.11,0.6694,0.0585,0
msme_001005,salon,0.7045,0.8365,0.4256,0.4418,0.9634,27,37635.09,5.84,0,42071.91,0.0278,0.3352,0
msme_001006,salon,0.7196,0.7494,0.6424,0.6294,0.865,18,57733.78,0.21,0,25931.36,0.1913,0.1549,0
msme_001007,pharmacy,0.902,0.5823,0.7686,0.6192,0.9612,34,23299.35,5.68,1,4801.04,0.1857,0.0288,0
msme_001008,salon,0.8241,0.8157,0.6484,0.9101,0.7574,36,59204.58,1.97,3,31368.09,0.0292,0.2338,0
msme_001009,salon,0.6678,0.8284,0.5949,0.8319,0.9752,34,45046.76,3.19,1,22657.83,0.2328,0.4001,0
msme_001010,kirana,0.8776,0.7041,0.5923,0.6979,0.9403,40,32429.23,2.64,1,31820.3,0.2637,0.437,0
msme_001011,kirana,0.8968,0.8621,0.7311,0.659,0.9938,29,59134.8,4.48,0,1890.02,0.6115,0.2485,0
msme_001012,mechanic,0.7202,0.7369,0.4502,0.5661,0.8103,30,51965.32,2.94,3,22491.36,0.106,0.3138,0
msme_001013,mechanic,0.7107,0.5716,0.6383,0.5168,0.9457,40,13978.83,10.24,0,30879.15,0.0148,0.481,0
msme_001014,tailor,0.8433,0.4887,0.7666,0.6539,0.9118,32,32046.31,0.15,0,33337.19,0.1932,0.4864,0
msme_001015,pharmacy,0.7081,0.8006,0.8115,0.8072,0.9021,30,31794.38,1.41,0,25119.55,0.1845,0.0851,0
msme_001016,kirana,0.753,0.5677,0.3587,0.5792,0.6613,30,39003.48,1.55,1,6494.8,0.1208,0.2403,0
msme_001017,restaurant,0.8128,0.5747,0.2607,0.9049,0.8967,25,92130.6,2.33,0,1428.09,0.1231,0.1997,0
msme_001018,pharmacy,0.4405,0.8235,0.6064,0.794,0.9621,34,81395.91,2.04,0,29978.89,0.1338,0.2835,0
msme_001019,tailor,0.6936,0.936,0.7015,0.7017,0.943,32,11014.91,4.79,1,36936.24,0.2093,0.4297,0
msme_001020,salon,0.7901,0.6402,0.8647,0.8279,0.7535,32,41245.68,1.43,0,0.0,0.1825,0.1564,0
msme_001021,salon,0.8053,0.6479,0.5058,0.8331,0.8551,30,61173.38,0.98,0,14663.85,0.114,0.6077,0
msme_001022,pharmacy,0.9359,0.8662,0.6138,0.7748,0.6962,28,70103.37,14.77,0,43470.2,0.3261,0.457,0
msme_001023,restaurant,0.8319,0.8011,0.371,0.8032,0.8927,43,73637.43,12.73,1,27318.54,0.2423,0.1628,0
msme_001024,salon,0.8231,0.6302,0.6113,0.731,0.9758,38,58236.18,1.1,4,17513.66,0.3228,0.1267,0
msme_001025,salon,0.6905,0.7013,0.6166,0.5971,0.9728,32,36159.99,14.13,2,15040.54,0.3303,0.5742,0
msme_001026,restaurant,0.7752,0.7562,0.2999,0.8263,0.9576,28,39005.84,4.51,1,49227.89,0.0998,0.0906,0
msme_001027,pharmacy,0.8267,0.7602,0.5027,0.8553,0.9929,33,48887.01,7.94,1,20095.89,0.1084,0.0389,0
msme_001028,mechanic,0.6024,0.8187,0.6914,0.4639,0.6675,24,23750.09,0.93,0,33628.07,0.1534,0.2273,0
msme_001029,kirana,0.6081,0.7718,0.3945,0.8013,0.948,24,37777.95,1.87,0,39850.69,0.1483,0.3414,0
msme_001030,salon,0.8423,0.5804,0.8275,0.6923,0.9437,27,39745.61,1.12,2,470.2,0.272,0.2046,0
msme_001031,restaurant,0.8601,0.813,0.4073,0.7385,0.6099,27,62920.37,3.02,1,0.0,0.1866,0.1321,0
msme_001032,restaurant,0.8789,0.6331,0.6308,0.4813,0.9632,35,41783.68,1.03,1,39844.71,0.1624,0.3595,0
msme_001033,pharmacy,0.74,0.752,0.4744,0.6163,0.8938,34,63965.46,3.62,1,9750.72,0.4022,0.4816,0
msme_001034,restaurant,0.8855,0.7773,0.3897,0.5722,0.9545,23,50758.1,5.33,1,24759.12,0.1616,0.4267,0
msme_001035,salon,0.7388,0.8048,0.7109,0.4109,0.8864,35,36761.09,1.82,2,47832.05,0.4108,0.3453,0
msme_001036,restaurant,0.6071,0.7362,0.399,0.8021,0.9984,36,21439.56,3.62,0,23969.6,0.3038,0.3128,0
msme_001037,pharmacy,0.7345,0.6424,0.6519,0.7892,0.9564,35,24552.47,6.91,3,26667.53,0.1398,0.1921,0
msme_001038,restaurant,0.8499,0.6398,0.6418,0.8593,0.8688,28,48978.69,4.57,2,37641.19,0.1611,0.1678,0
msme_001039,pharmacy,0.8998,0.6589,0.736,0.7983,0.8644,44,31158.76,0.87,2,21525.93,0.1953,0.4954,0
msme_001040,restaurant,0.7763,0.8563,0.3147,0.884,0.8951,31,63380.26,2.68,0,12119.6,0.2236,0.2777,0
msme_001041,salon,0.6475,0.6393,0.5893,0.3238,0.9284,33,48936.49,2.77,0,3223.45,0.1721,0.3531,0
msme_001042,kirana,0.8225,0.9412,0.4411,0.7208,0.9034,28,83093.64,8.19,0,28254.01,0.0749,0.1789,0
msme_001043,pharmacy,0.8948,0.5701,0.7065,0.4425,0.9483,30,52998.71,1.12,0,35634.4,0.1183,0.3055,0
msme_001044,tailor,0.8107,0.7081,0.4443,0.9282,0.8054,32,75431.03,0.52,3,0.0,0.0041,0.391,0
msme_001045,tailor,0.6628,0.725,0.6746,0.7849,0.9182,32,90155.03,1.14,0,4802.6,0.3766,0.0911,0
msme_001046,salon,0.9451,0.6148,0.4054,0.4872,0.8923,27,53310.98,11.52,3,19310.8,0.0543,0.0889,0
msme_001047,restaurant,0.869,0.5722,0.8293,0.9239,0.7792,22,65905.07,5.78,1,17383.43,0.1479,0.3531,0
msme_001048,restaurant,0.7595,0.785,0.4043,0.6558,0.9932,28,52689.12,14.64,3,11017.69,0.139,0.4246,0
msme_001049,tailor,0.6165,0.8524,0.5693,0.4178,0.9234,32,39876.3,0.23,0,7884.96,0.2259,0.2122,0
msme_001050,restaurant,0.8727,0.5632,0.235,0.9085,0.8916,29,11724.82,0.45,1,46854.64,0.3058,0.7339,0
msme_001051,pharmacy,0.7932,0.8066,0.6634,0.673,0.9564,26,1000.0,2.94,0,18756.29,0.2209,0.1972,0
msme_001052,tailor,0.879,0.6789,0.67,0.543,0.9424,36,27888.43,13.22,0,25238.37,0.1839,0.3137,0
msme_001053,salon,0.7645,0.7467,0.4981,0.5515,0.9204,36,69068.53,0.45,1,9824.51,0.0996,0.0843,0
msme_001054,mechanic,0.8524,0.7579,0.5647,0.6663,0.9841,31,75965.15,0.8,0,20410.95,0.0376,0.1503,0
msme_001055,restaurant,0.9557,0.3959,0.6704,0.8188,0.5829,31,28339.18,3.36,2,39373.02,0.1417,0.3772,0
msme_001056,restaurant,0.7891,0.4292,0.7233,0.8255,0.9853,34,44805.43,2.44,0,13601.26,0.0639,0.2758,0
msme_001057,pharmacy,0.9492,0.6281,0.6378,0.941,0.9373,25,23283.18,2.73,1,43814.31,0.4342,0.2969,0
msme_001058,tailor,0.9057,0.6085,0.4984,0.8845,0.9101,36,74251.31,0.33,2,19841.83,0.2604,0.076,0
msme_001059,mechanic,0.9533,0.647,0.828,0.6342,0.9478,36,16755.04,13.78,1,25383.19,0.0936,0.2165,0
msme_001060,mechanic,0.8831,0.8759,0.505,0.8115,0.9819,33,25155.82,0.39,1,34991.96,0.0181,0.3438,0
msme_001061,restaurant,0.9537,0.7791,0.7562,0.6812,0.7556,26,48144.87,7.3,0,17124.72,0.1175,0.2623,0
msme_001062,restaurant,0.8157,0.6214,0.4228,0.9716,0.6899,31,85028.31,1.37,2,26388.73,0.1082,0.1553,0
msme_001063,pharmacy,0.9434,0.8994,0.4535,0.684,0.7645,26,33187.19,0.36,1,22934.19,0.2059,0.0963,0
msme_001064,restaurant,0.9344,0.7629,0.6539,0.7755,0.8199,29,25534.06,0.85,1,23590.71,0.103,0.5974,0
msme_001065,kirana,0.5131,0.4449,0.5332,0.4374,0.9802,20,116240.05,1.71,1,6681.6,0.1766,0.0721,0
msme_001066,salon,0.7851,0.7799,0.4843,0.7891,0.6146,28,30057.48,7.44,0,18072.24,0.0895,0.1886,0
msme_001067,pharmacy,0.9314,0.5984,0.2615,0.7929,0.8973,34,17858.94,4.76,5,16183.12,0.2383,0.608,0
msme_001068,tailor,0.8003,0.7287,0.8794,0.8804,0.8619,43,77909.04,0.15,0,22519.38,0.1867,0.3517,0
msme_001069,mechanic,0.8059,0.7612,0.6461,0.5583,0.9919,28,77552.07,17.36,2,41732.91,0.2823,0.224,0
msme_001070,kirana,0.8713,0.912,0.4959,0.6705,0.9364,26,30879.35,15.35,0,24653.63,0.168,0.122,0
msme_001071,pharmacy,0.6095,0.4552,0.7521,0.8608,0.9926,24,54305.68,6.12,0,34872.79,0.3259,0.2786,0
msme_001072,restaurant,0.6023,0.8275,0.8066,0.7507,0.922,35,17245.34,1.61,1,31106.44,0.2452,0.5826,0
msme_001073,tailor,0.9417,0.7367,0.5736,0.4163,0.8862,30,67691.45,2.58,1,14779.96,0.3096,0.5705,0
msme_001074,mechanic,0.9364,0.5748,0.5779,0.8994,0.83,31,67881.54,5.55,1,22230.97,0.2457,0.5424,0
msme_001075,restaurant,0.6679,0.8725,0.5101,0.8675,0.9323,27,84270.04,2.18,0,38264.66,0.3718,0.1823,0
msme_001076,kirana,0.8322,0.7224,0.4526,0.8907,0.6369,33,26357.03,0.99,2,15355.78,0.041,0.3297,0
msme_001077,salon,0.7041,0.4626,0.8589,0.6365,0.634,26,30967.6,1.49,1,6949.68,0.1121,0.1093,0
msme_001078,kirana,0.5871,0.7408,0.4407,0.898,0.8548,34,65916.75,5.12,1,6922.98,0.1507,0.0623,0
msme_001079,salon,0.9173,0.7071,0.5918,0.7791,0.9805,25,59910.66,5.56,0,26743.92,0.1923,0.3222,0
msme_001080,tailor,0.8152,0.9453,0.7241,0.5651,0.8965,35,27732.12,16.19,1,2326.72,0.2466,0.3956,0
msme_001081,pharmacy,0.7059,0.8863,0.8281,0.6365,0.7959,21,7574.96,14.57,4,14654.81,0.0898,0.165,0
msme_001082,pharmacy,0.6283,0.6377,0.4573,0.6979,0.3907,38,79916.66,6.88,2,28282.04,0.0779,0.1329,0
msme_001083,tailor,0.9541,0.5242,0.4257,0.4518,0.8318,25,52726.76,3.44,1,8660.73,0.1887,0.1277,1
msme_001084,salon,0.7006,0.8647,0.7401,0.8661,0.53,34,54177.8,6.42,1,14346.27,0.1183,0.2939,0
msme_001085,tailor,0.5596,0.541,0.4328,0.8002,0.9168,28,75408.92,1.15,3,46933.56,0.0823,0.1309,0
msme_001086,pharmacy,0.7869,0.7037,0.4438,0.7908,0.9934,35,75187.81,10.99,0,42953.39,0.2414,0.1331,0
msme_001087,tailor,0.9451,0.6172,0.5009,0.6755,0.9774,23,89355.25,3.95,1,33433.93,0.2106,0.5683,0
msme_001088,mechanic,0.826,0.5872,0.6837,0.5643,0.9825,24,30477.16,15.39,1,9081.46,0.1268,0.4483,0
msme_001089,restaurant,0.9171,0.8384,0.5329,0.7445,0.8687,25,67454.25,9.48,1,33801.57,0.1724,0.5729,0
msme_001090,kirana,0.6483,0.5368,0.7648,0.477,0.9657,30,41608.08,24.8,2,29924.58,0.1941,0.2264,0
msme_001091,tailor,0.88,0.6271,0.4522,0.8038,0.9859,25,5938.18,5.81,2,27652.31,0.0721,0.395,0
msme_001092,restaurant,0.8014,0.6463,0.8084,0.416,0.838,18,54003.06,1.25,2,22891.76,0.0913,0.0406,0
msme_001093,kirana,0.8926,0.5301,0.7526,0.6623,0.8831,32,79722.93,12.58,0,18582.27,0.2185,0.2824,0
msme_001094,tailor,0.9305,0.777,0.5024,0.5634,0.9079,35,93608.85,0.55,1,40628.53,0.2071,0.1844,0
msme_001095,tailor,0.7608,0.8415,0.7143,0.4161,0.7933,34,33981.1,1.84,2,75917.5,0.1714,0.3831,0
msme_001096,kirana,0.9653,0.7604,0.4187,0.7926,0.866,28,29927.29,10.75,0,26403.03,0.5245,0.5045,0
msme_001097,pharmacy,0.8835,0.7039,0.596,0.5391,0.9476,23,49813.11,12.52,1,3004.24,0.2613,0.437,0
msme_001098,tailor,0.8832,0.8213,0.5715,0.7093,0.9847,40,15473.56,8.77,0,29789.88,0.2569,0.5425,0
msme_001099,mechanic,0.818,0.7943,0.6385,0.8283,0.6853,33,43366.14,3.02,3,15528.6,0.1595,0.1251,0
msme_001100,kirana,0.9353,0.9132,0.7261,0.6046,0.9214,26,34667.58,0.58,3,7372.17,0.0812,0.3116,0
msme_001101,salon,0.8175,0.5326,0.6815,0.8475,0.8257,41,28088.4,3.42,2,32528.59,0.1775,0.1857,0
msme_001102,mechanic,0.4477,0.6807,0.5793,0.6292,0.8895,30,47643.34,4.13,4,28094.18,0.1061,0.3096,0
msme_001103,restaurant,0.6911,0.7356,0.727,0.5419,0.9888,38,92003.32,5.12,1,28780.36,0.1476,0.2636,0
msme_001104,pharmacy,0.9577,0.7251,0.1198,0.7487,0.9584,25,31171.43,0.67,0,4740.58,0.0594,0.45,0
msme_001105,tailor,0.6849,0.7667,0.4952,0.9475,0.9879,22,35935.23,12.2,0,18938.29,0.0938,0.0885,0
msme_001106,pharmacy,0.9158,0.5524,0.4818,0.8975,0.9913,32,64343.55,6.11,0,6663.38,0.3428,0.1443,0
msme_001107,kirana,0.8292,0.7445,0.6261,0.3212,0.7778,30,78378.69,2.29,1,20774.57,0.1974,0.2305,0
msme_001108,restaurant,0.7152,0.4977,0.234,0.6608,0.7785,35,85975.7,2.87,3,6947.88,0.0828,0.3894,0
msme_001109,mechanic,0.9081,0.4109,0.6962,0.7749,0.8049,32,29698.89,12.73,1,14503.64,0.1823,0.1441,0
msme_001110,kirana,0.9201,0.3736,0.554,0.542,0.9911,27,22777.07,1.9,0,2116.99,0.1867,0.1047,0
msme_001111,mechanic,0.8735,0.5668,0.3969,0.8075,0.9733,44,69218.42,1.81,1,37069.5,0.2328,0.6252,0
msme_001112,tailor,0.7148,0.4937,0.7269,0.5745,0.7422,32,4791.7,4.4,1,3351.96,0.0409,0.1702,0
msme_001113,restaurant,0.7333,0.7937,0.7591,0.7327,0.9702,30,62512.28,2.44,1,28788.37,0.1387,0.3152,0
msme_001114,pharmacy,0.7605,0.5932,0.5918,0.6018,0.991,23,26460.01,3.5,0,32459.19,0.2391,0.1025,0
msme_001115,kirana,0.8419,0.7877,0.8064,0.4705,0.8708,39,26454.23,0.13,4,33870.8,0.2946,0.3543,0
msme_001116,kirana,0.9075,0.4435,0.5179,0.729,0.967,30,28519.52,1.62,1,0.0,0.1769,0.2542,0
msme_001117,tailor,0.721,0.517,0.7207,0.8219,0.8946,34,61048.7,0.49,3,11499.37,0.1081,0.1281,0
msme_001118,tailor,0.8409,0.5222,0.5502,0.8186,0.9602,37,22192.55,2.62,1,25552.63,0.263,0.4375,1
msme_001119,pharmacy,0.8992,0.774,0.6494,0.7211,0.9335,28,85858.83,16.17,1,40048.22,0.2896,0.271,0
msme_001120,mechanic,0.9556,0.6308,0.6922,0.847,0.8855,23,28846.79,3.08,1,24049.46,0.3233,0.1966,0
msme_001121,mechanic,0.8654,0.577,0.8066,0.7993,0.994,34,33858.94,3.25,3,35074.33,0.2257,0.2642,0
msme_001122,salon,0.8306,0.7982,0.1722,0.733,0.9345,30,71930.54,2.29,1,14342.54,0.3813,0.3077,0
msme_001123,restaurant,0.6798,0.7747,0.8111,0.7066,0.9049,24,20440.58,5.41,2,39736.24,0.3301,0.2242,0
msme_001124,tailor,0.6361,0.7679,0.2919,0.6502,0.9479,28,41242.04,1.49,2,3777.94,0.3201,0.5279,0
msme_001125,kirana,0.8788,0.8829,0.7504,0.7285,0.955,28,53609.53,7.81,1,32216.36,0.0808,0.4639,0
msme_001126,tailor,0.7969,0.7577,0.5813,0.7401,0.9489,33,43864.71,1.54,0,24298.29,0.2383,0.2012,0
msme_001127,salon,0.4924,0.8449,0.5899,0.4452,0.9502,35,57735.26,0.18,0,13653.89,0.2063,0.1547,0
msme_001128,restaurant,0.4436,0.409,0.7146,0.7579,0.9779,27,58453.31,1.68,0,0.0,0.0756,0.4565,0
msme_001129,restaurant,0.8684,0.5012,0.5609,0.7472,0.4072,35,31024.96,21.63,0,7574.31,0.1596,0.3615,0
msme_001130,mechanic,0.9675,0.7626,0.3914,0.8199,0.8269,30,72219.46,6.75,0,19240.82,0.0558,0.5565,0
msme_001131,tailor,0.8372,0.7991,0.3919,0.6137,0.9353,28,38497.98,0.63,0,41247.73,0.2615,0.4445,0
msme_001132,tailor,0.7745,0.8931,0.785,0.4442,0.9431,27,66969.95,0.35,0,0.0,0.1624,0.4039,0
msme_001133,pharmacy,0.8459,0.463,0.2558,0.7364,0.9327,39,49950.38,0.67,0,22265.54,0.3905,0.483,0
msme_001134,salon,0.8115,0.9232,0.8275,0.663,0.6435,32,30386.36,0.54,0,24040.79,0.1273,0.0888,0
msme_001135,restaurant,0.9492,0.7047,0.6556,0.8872,0.7666,29,7531.97,13.77,2,16984.76,0.0663,0.1896,0
msme_001136,pharmacy,0.75,0.7889,0.5674,0.722,0.8581,34,51309.5,3.09,3,25857.67,0.5793,0.2252,0
msme_001137,restaurant,0.8537,0.9572,0.6666,0.4314,0.9939,32,73549.3,7.2,1,23036.27,0.1056,0.1148,0
msme_001138,tailor,0.8554,0.448,0.5006,0.8834,0.9861,27,52711.26,2.46,1,3771.44,0.143,0.1691,0
msme_001139,salon,0.8455,0.4799,0.3728,0.4027,0.9924,40,51597.67,3.74,0,38899.34,0.1964,0.1628,0
msme_001140,kirana,0.6077,0.7645,0.7605,0.8977,0.9228,30,50925.18,0.55,0,8672.95,0.1394,0.2341,0
msme_001141,salon,0.6062,0.4516,0.5109,0.8145,0.853,32,99833.56,13.79,2,36977.41,0.1614,0.5852,0
msme_001142,kirana,0.7938,0.6893,0.8293,0.689,0.9857,27,51311.07,6.44,0,21300.84,0.4368,0.0476,0
msme_001143,kirana,0.885,0.6703,0.7007,0.7038,0.7135,27,63885.57,4.82,2,28270.4,0.1184,0.2766,0
msme_001144,salon,0.8045,0.862,0.59,0.8806,0.8893,33,78133.17,1.19,1,9842.82,0.2553,0.0138,0
msme_001145,tailor,0.6685,0.7809,0.5657,0.7589,0.9965,29,93952.71,0.2,2,26884.34,0.0127,0.2557,0
msme_001146,tailor,0.7774,0.7103,0.7684,0.8421,0.7466,20,60812.84,1.6,1,28622.79,0.3149,0.0438,0
msme_001147,salon,0.6787,0.8895,0.7577,0.8336,0.9755,23,31209.51,5.04,1,4718.29,0.4009,0.2829,0
msme_001148,restaurant,0.8669,0.6202,0.7162,0.5893,0.9394,34,11085.54,0.74,0,31087.25,0.1479,0.0992,0
msme_001149,salon,0.9869,0.6302,0.2011,0.5439,0.8888,25,38479.72,10.83,1,41283.31,0.1304,0.3278,0
msme_001150,salon,0.7307,0.8297,0.5733,0.7075,0.8122,34,30285.17,5.37,1,21885.74,0.2783,0.3207,0
msme_001151,kirana,0.9444,0.5907,0.5829,0.6883,0.9862,25,43621.98,2.07,3,31398.74,0.2259,0.0683,0
msme_001152,salon,0.8907,0.5074,0.7235,0.835,0.951,25,67200.44,2.8,2,29770.5,0.4681,0.4738,0
msme_001153,salon,0.7454,0.7261,0.5799,0.9712,0.8491,37,69348.41,8.24,3,8718.05,0.3009,0.3929,0
msme_001154,pharmacy,0.898,0.5494,0.4646,0.769,0.9617,37,66843.52,10.63,0,50226.25,0.243,0.446,0
msme_001155,mechanic,0.8472,0.7234,0.5943,0.8863,0.9756,26,54615.96,10.06,1,7759.19,0.0881,0.0816,0
msme_001156,pharmacy,0.6767,0.7361,0.7525,0.5424,0.9923,28,1878.62,3.07,1,0.0,0.1148,0.1427,0
msme_001157,kirana,0.8918,0.6891,0.5439,0.4159,0.9147,21,64651.38,5.07,0,20784.19,0.1083,0.321,0
msme_001158,salon,0.9279,0.8145,0.5895,0.6032,0.9043,35,14729.86,12.62,3,7821.63,0.0823,0.4346,0
msme_001159,pharmacy,0.8393,0.6603,0.5711,0.8164,0.9657,27,8888.12,8.5,0,16188.91,0.13,0.1514,0
msme_001160,kirana,0.6242,0.9513,0.5151,0.6301,0.9494,28,10791.84,1.63,0,7368.05,0.2271,0.1524,0
msme_001161,kirana,0.819,0.6969,0.5213,0.4133,0.9332,27,60404.3,2.23,0,49933.8,0.2618,0.4101,0
msme_001162,kirana,0.8414,0.7874,0.7935,0.826,0.9516,32,69695.06,0.7,0,8631.08,0.0651,0.192,0
msme_001163,pharmacy,0.9008,0.5611,0.4425,0.616,0.9566,27,37810.12,8.38,1,13315.85,0.1654,0.477,0
msme_001164,pharmacy,0.7388,0.9369,0.4191,0.9204,0.9735,25,56731.93,1.25,1,15228.95,0.1961,0.3982,0
msme_001165,tailor,0.9026,0.9013,0.4681,0.6849,0.9717,22,38256.88,7.38,4,16881.03,0.3914,0.1258,0
msme_001166,restaurant,0.9306,0.7316,0.7467,0.7844,0.9317,27,18317.09,7.61,2,26730.95,0.3248,0.2198,0
msme_001167,pharmacy,0.5602,0.7656,0.7866,0.8103,0.9009,38,67940.38,13.75,2,18939.85,0.3012,0.3876,0
msme_001168,pharmacy,0.7217,0.8405,0.4658,0.589,0.9555,45,73736.07,4.66,0,70060.73,0.145,0.1925,0
msme_001169,pharmacy,0.8341,0.8293,0.3254,0.6448,0.9111,26,57438.51,7.01,2,0.0,0.1558,0.0911,0
msme_001170,restaurant,0.785,0.7259,0.7319,0.528,0.9567,29,39693.03,1.8,1,46307.03,0.2361,0.1535,0
msme_001171,salon,0.8088,0.5405,0.8409,0.7882,0.9464,40,74832.28,20.53,2,37394.26,0.1847,0.487,0
msme_001172,mechanic,0.6179,0.4747,0.809,0.9275,0.9988,33,82915.7,0.45,1,39569.85,0.3009,0.1983,0
msme_001173,salon,0.8253,0.4208,0.4384,0.7765,0.8722,28,45904.23,12.39,2,33511.52,0.3709,0.1166,0
msme_001174,tailor,0.9661,0.5025,0.526,0.8046,0.98,21,17748.05,1.83,1,28522.15,0.0901,0.7391,0
msme_001175,tailor,0.8654,0.4831,0.6392,0.5358,0.865,33,61693.55,1.33,0,10345.07,0.2826,0.2283,0
msme_001176,kirana,0.8041,0.7128,0.5838,0.7176,0.7416,23,76646.96,14.27,0,21283.98,0.1349,0.1199,0
msme_001177,pharmacy,0.734,0.6879,0.8828,0.6931,0.8926,28,52022.1,0.49,1,32949.01,0.1788,0.0644,0
msme_001178,salon,0.6871,0.6388,0.5221,0.8466,0.8546,25,67154.31,1.85,0,25379.3,0.0647,0.5049,0
msme_001179,pharmacy,0.6614,0.5539,0.4203,0.765,0.9051,35,70829.0,4.0,1,35957.2,0.0928,0.2322,0
msme_001180,tailor,0.913,0.939,0.7259,0.8724,0.9274,32,26713.41,12.93,1,13019.23,0.1316,0.1592,0
msme_001181,tailor,0.822,0.7304,0.6562,0.8032,0.9793,30,59543.1,11.23,2,0.0,0.2646,0.2981,0
msme_001182,restaurant,0.9563,0.6422,0.5499,0.7025,0.9327,27,61715.47,1.17,2,21595.45,0.209,0.0594,0
msme_001183,kirana,0.7558,0.6632,0.3709,0.7311,0.9741,31,64164.89,8.18,3,17591.27,0.2774,0.19,0
msme_001184,pharmacy,0.9244,0.7967,0.6009,0.7319,0.9931,29,60414.85,6.97,1,16432.04,0.4011,0.1181,0
msme_001185,kirana,0.9108,0.6118,0.2531,0.6737,0.9864,34,44592.01,11.69,1,8977.75,0.0578,0.2572,0
msme_001186,kirana,0.7005,0.8365,0.6787,0.6721,0.9542,18,1000.0,1.08,2,874.11,0.1296,0.5853,0
msme_001187,kirana,0.778,0.8621,0.4719,0.8659,0.9939,31,36842.64,5.17,0,35934.79,0.0283,0.1524,0
msme_001188,restaurant,0.5159,0.6408,0.3345,0.8314,0.8792,33,36664.12,2.01,1,53815.74,0.1687,0.5654,0
msme_001189,kirana,0.4856,0.585,0.4633,0.5095,0.9424,25,48769.36,1.5,0,0.0,0.1077,0.2385,0
msme_001190,kirana,0.9303,0.8333,0.7313,0.682,0.938,23,32508.35,2.65,0,17945.24,0.0463,0.2384,0
msme_001191,tailor,0.6828,0.5894,0.5256,0.6114,0.9776,29,30273.31,7.95,1,35092.43,0.1944,0.1343,0
msme_001192,kirana,0.7605,0.6272,0.525,0.4583,0.8356,31,1000.0,2.95,1,22842.42,0.2871,0.4394,0
msme_001193,mechanic,0.9535,0.6281,0.5593,0.7173,0.9343,38,95393.55,0.65,1,2263.99,0.1251,0.047,0
msme_001194,restaurant,0.5963,0.691,0.7327,0.8681,0.983,27,94657.37,18.24,0,1056.18,0.2638,0.5251,0
msme_001195,salon,0.9372,0.798,0.3612,0.6834,0.984,29,42249.26,3.98,0,26848.43,0.1191,0.1702,0
msme_001196,restaurant,0.8963,0.6118,0.4391,0.8505,0.6331,29,47035.48,10.71,0,18652.76,0.0957,0.106,0
msme_001197,tailor,0.7141,0.6577,0.4877,0.938,0.9292,30,38643.2,6.46,3,22474.53,0.116,0.2001,0
msme_001198,tailor,0.7538,0.6211,0.4787,0.8624,0.9477,26,12179.4,6.01,0,13194.27,0.4685,0.3771,0
msme_001199,salon,0.8765,0.8863,0.7481,0.9135,0.8414,26,79102.84,1.16,1,20492.29,0.2577,0.247,0
msme_001200,mechanic,0.9791,0.4937,0.5511,0.2916,0.9686,34,55164.07,1.28,2,9072.12,0.0519,0.5661,0
msme_001201,salon,0.7451,0.7167,0.1932,0.5575,0.9055,35,47967.9,1.73,0,22144.0,0.2038,0.075,0
msme_001202,restaurant,0.7294,0.7346,0.6185,0.5506,0.9846,39,13431.51,0.1,0,25850.31,0.0764,0.0994,0
